step,reward_0.5_0.3_0.2,reward_0.4_0.4_0.2,reward_0.6_0.2_0.2
8280,-110.1875245059766,-114.64189240744862,-117.3891362262203
8281,-110.14890596920353,-114.73248694180823,-117.42823256995939
8282,-110.15281998092726,-114.78221915307691,-117.4817450495008
8283,-110.24624305988783,-114.64653216750906,-117.52397211280974
8284,-110.19609459706376,-114.70054379968072,-117.52960641991476
8285,-110.15469089397257,-114.64156402651477,-117.537346499964
8286,-110.19305981567587,-114.71640089101858,-117.56292450513529
8287,-110.06873892799862,-114.69177990748358,-117.54567971628362
8288,-110.080605476524,-114.63294839178059,-117.54819162547993
8289,-110.12965954939982,-114.68629730424017,-117.49883563449023
8290,-110.13062183337377,-114.72829576261421,-117.42477758704123
8291,-110.09476278524295,-114.73637455362973,-117.41850275960803
8292,-110.10466403196244,-114.64179691716599,-117.39997470352853
8293,-110.10253266644156,-114.57574288482328,-117.44208401529332
8294,-110.0922309664804,-114.57025481854969,-117.4112721513537
8295,-110.10376407878054,-114.54451422059586,-117.43433804712672
8296,-110.01471503663268,-114.54002729508039,-117.36439370661272
8297,-109.99495795462201,-114.5318849908858,-117.36869423949567
8298,-109.85570705072405,-114.38756306260142,-117.37103920645504
8299,-109.89097824374873,-114.34261769974884,-117.38973492140246
8300,-109.96718145017469,-114.24944675948291,-117.38645504241877
8301,-109.90442770354068,-114.2481828720464,-117.33852640540827
8302,-109.91080178742475,-114.22445104682798,-117.41030657894714
8303,-110.01197534565246,-114.18062096380574,-117.43602684618938
8304,-110.08685485349525,-114.14691732748244,-117.42891918375611
8305,-110.14191006524814,-114.10821274739861,-117.39081628146653
8306,-110.22787420946166,-114.10989963797459,-117.33625432599281
8307,-110.329798618311,-114.11363432461778,-117.261726786217
8308,-110.35163180050974,-114.12069572696208,-117.269555628809
8309,-110.35804528624385,-114.14781869315664,-117.17452603382722
8310,-110.45856120993761,-114.15971556733494,-117.20360264004277
8311,-110.40771699044043,-113.95676516128484,-117.2301663699617
8312,-110.43126010163604,-114.02482195339515,-117.24325047350112
8313,-110.25754532127868,-114.04722347217357,-117.22909706071037
8314,-110.14934876923022,-113.98675224363535,-117.24255032377512
8315,-110.28289861636341,-114.01630623324951,-117.26892753089739
8316,-110.34944265100003,-114.14247589418142,-117.37538856577277
8317,-110.33957773329136,-114.12601401318912,-117.39646494225303
8318,-110.28228861654512,-114.23691177440766,-117.39894323353583
8319,-110.22860695036465,-114.24301854448177,-117.35503066930153
8320,-110.25056842463667,-114.24516243545736,-117.36966085160694
8321,-110.15410719198059,-114.22089735876955,-117.2753115792846
8322,-110.09290516335386,-114.20545358818808,-117.24580223913007
8323,-110.1415808259242,-114.08235884185518,-117.17961187475487
8324,-110.19020703615429,-114.0966114854765,-117.08245688011228
8325,-110.10762762807101,-114.05074083659787,-117.02646862982078
8326,-110.05811289159777,-114.11057493066929,-117.02630991801244
8327,-110.0578670759464,-114.1263782972993,-117.04121206319441
8328,-110.11186908551699,-114.116108715459,-117.02926671339026
8329,-110.24460987916174,-114.07961202463862,-116.91176274899253
8330,-110.30173655816435,-114.00432459824535,-116.9720529597399
8331,-110.37310016173777,-113.9823347077596,-116.93293233299391
8332,-110.4277583914031,-113.82055450767001,-116.93370534584461
8333,-110.49368272214986,-113.68304344216986,-116.9203886499654
8334,-110.5022517382807,-113.64562513458148,-116.84552571246167
8335,-110.45021298187928,-113.63200978007231,-116.81733799750586
8336,-110.55920227300699,-113.60419601506803,-116.78772078816219
8337,-110.46376890960596,-113.49600134904223,-116.77627774738684
8338,-110.47180064945861,-113.51112929687216,-116.81104821138936
8339,-110.46643962258075,-113.55148060241001,-116.95924374445693
8340,-110.43674138158467,-113.56434186001262,-116.9883807629591
8341,-110.42304922207225,-113.58478063001995,-117.03710258910007
8342,-110.33528010725516,-113.66861734453374,-117.09103264371778
8343,-110.39270174240096,-113.66058255696856,-116.98662502847597
8344,-110.47501448863305,-113.75953455262739,-117.11264820838551
8345,-110.34077206313874,-113.73365983589177,-117.1522824697535
8346,-110.42284754780096,-113.8135635301159,-117.06288479359819
8347,-110.39574244752576,-113.92823648981349,-117.13225967626556
8348,-110.39812455452375,-113.80611398274151,-117.11814463716965
8349,-110.30551209422774,-113.75483004310506,-117.16665972602492
8350,-110.34277077613994,-113.75501771270079,-117.14255419670015
8351,-110.33129576302369,-113.79891339536904,-117.13852061170627
8352,-110.23791269677055,-113.83631088078116,-117.15102910835657
8353,-110.2597307617372,-113.76743703861094,-117.13419301831692
8354,-110.19543980801848,-113.65873152679228,-117.21632278078354
8355,-110.2532950967361,-113.59235082223937,-117.22827660135917
8356,-110.19608884722419,-113.67757734143765,-117.21171426291576
8357,-110.18789315708062,-113.67179898857879,-117.22784883298624
8358,-110.14118722935092,-113.70466658563967,-117.1494209094187
8359,-110.12214462251939,-113.61648912076396,-117.06159871880817
8360,-110.24133475578687,-113.6103762960449,-117.04427543774081
8361,-110.18389832164529,-113.69034406721256,-117.07371226498327
8362,-110.18308669280017,-113.77313802729904,-117.09565297616139
8363,-110.1065538957914,-113.6481294477608,-117.09959427886524
8364,-110.00815574412785,-113.69321929295624,-117.03804280534217
8365,-110.06593340604853,-113.6899603926569,-117.02209990459897
8366,-110.11282230587167,-113.71399838644572,-116.95385478828841
8367,-110.15858821500376,-113.65990699274869,-116.97460848552414
8368,-110.10352270023056,-113.60024851771283,-117.00309205127661
8369,-110.14130370089566,-113.6246518824409,-116.99094456207014
8370,-110.16665764502117,-113.71007268694487,-116.95317909708095
8371,-110.29814865841325,-113.63106988006831,-116.99542607089886
8372,-110.3176417248543,-113.54791161452894,-116.94078359133772
8373,-110.3106011024596,-113.43735582730106,-116.9063187222003
8374,-110.29004946548895,-113.38810164109753,-116.90385885092367
8375,-110.38133932975249,-113.27727605368241,-116.91929779049059
8376,-110.39262797491159,-113.29350443028825,-116.8783139573126
8377,-110.3295593890291,-113.39453602049397,-116.96044988510785
8378,-110.33845015752524,-113.48047022356488,-117.05957499818845
8379,-110.2075746806763,-113.64387618728975,-117.11991617942505
8380,-110.19951285774476,-113.59100094995051,-117.25920645173194
8381,-110.28208647013844,-113.57019134713269,-117.27145542748778
8382,-110.21249343246303,-113.59871094544245,-117.37790319959822
8383,-110.20690890463717,-113.46889827288408,-117.48216488925863
8384,-110.11454847058818,-113.38520056314204,-117.43720661648386
8385,-110.1660515048336,-113.40996583624403,-117.40276107860248
8386,-110.25185600446838,-113.50492807951753,-117.44200372814619
8387,-110.29744646004428,-113.54458483088374,-117.46138108080405
8388,-110.1297220004821,-113.49530514922188,-117.37291857721078
8389,-110.04819347227281,-113.41885576339801,-117.41889459454946
8390,-110.23314447175215,-113.40777556440099,-117.40773340808177
8391,-110.36582139842704,-113.42683845927725,-117.4764829012374
8392,-110.27190256760505,-113.39683531161054,-117.49586054854788
8393,-110.19739658977868,-113.46377234581445,-117.54619436322909
8394,-110.14244213617886,-113.54939141211855,-117.48447509324646
8395,-110.13293887871342,-113.5314528303088,-117.59100814221429
8396,-110.01321770536771,-113.39519699401411,-117.6484107895212
8397,-109.84707345006451,-113.30127308812447,-117.61552256421419
8398,-109.80545660211828,-113.2709858371647,-117.51542447832595
8399,-109.89885234538701,-113.30906915359834,-117.46560322863874
8400,-109.90690433611526,-113.24026259498011,-117.46193517549636
8401,-109.99730899086862,-113.14255120862613,-117.42862513782256
8402,-110.14378928167054,-113.22921468524414,-117.44163796625949
8403,-110.19501047747625,-113.16597331074209,-117.48580737032788
8404,-110.3292239416406,-113.19986129012503,-117.4525491812674
8405,-110.41070585020745,-113.22732350542074,-117.38239724625603
8406,-110.49453627789208,-113.16350310314891,-117.40336472127689
8407,-110.46500862236508,-113.13999294598479,-117.45787480046486
8408,-110.5241148213794,-113.03401043765243,-117.36536442886809
8409,-110.63448850447247,-113.07173640708143,-117.34081529158004
8410,-110.59088508099293,-112.98017210789419,-117.32494469905633
8411,-110.3723085537634,-112.99099643380862,-117.28077198391635
8412,-110.37468256795206,-113.06973136021796,-117.35830812343029
8413,-110.30645336670386,-113.12609668658865,-117.41920423210277
8414,-110.32118883005903,-113.09639922476117,-117.36015633523104
8415,-110.26381309246703,-113.16234098536711,-117.46568563125513
8416,-110.25452904981759,-113.26845602050389,-117.39349714464082
8417,-110.19823279835266,-113.34879668241557,-117.44764552213161
8418,-110.21241973906686,-113.3705439671732,-117.41823066737683
8419,-110.18179211801973,-113.40396410849834,-117.42308684212065
8420,-110.07987673127789,-113.31270023908431,-117.42550612137042
8421,-110.15197593182852,-113.39374744862889,-117.38403137941984
8422,-110.25348196819999,-113.37112724931323,-117.47458336976884
8423,-110.1514320601712,-113.27709153619003,-117.46660709688751
8424,-110.19285976910302,-113.38785631274956,-117.50129815705132
8425,-110.15094737444446,-113.41571067382858,-117.38520261706661
8426,-110.02665167352329,-113.3348272756804,-117.51018589297482
8427,-110.10721395796247,-113.28126209936761,-117.54099619209862
8428,-110.14945104363542,-113.1095656363035,-117.53159316619909
8429,-110.155249413787,-113.07542767963042,-117.48825087705018
8430,-110.30249289501506,-113.06628455579823,-117.55189524909588
8431,-110.26434683867993,-113.1422478975748,-117.58743044548567
8432,-110.22471091900852,-113.03380948584973,-117.63894802449641
8433,-110.29855071879341,-113.05846698479394,-117.52168758041631
8434,-110.21494779196789,-112.99436888706157,-117.39135032204973
8435,-110.2956750345979,-112.91697202092024,-117.43616702842033
8436,-110.21026268383969,-112.96388302768965,-117.41422998388757
8437,-110.2608868523792,-113.01144398415504,-117.38990535686109
8438,-110.27424104228322,-112.94536729117654,-117.3461373964943
8439,-110.14816803734207,-112.82374327447022,-117.37160968780888
8440,-110.25636999170757,-112.87262902150928,-117.38623955267799
8441,-110.28457350923406,-112.8123278343611,-117.35491071858974
8442,-110.32952116959282,-112.76906577177789,-117.28823979106039
8443,-110.30030694168534,-112.75773520633795,-117.2217160834063
8444,-110.28985200546295,-112.68682962310857,-117.25465169416695
8445,-110.36772731929585,-112.61687831650829,-117.25547765678647
8446,-110.39978333761198,-112.63495703143342,-117.23683390476268
8447,-110.477969914849,-112.57686489171313,-117.24134896765628
8448,-110.4294104623769,-112.63187113586176,-117.23080189641323
8449,-110.36059131853652,-112.58903719600741,-117.28280254788245
8450,-110.43686564535415,-112.58787366861392,-117.2758235196801
8451,-110.37776525799367,-112.65618893113677,-117.2796727075709
8452,-110.30645961879597,-112.62985631035866,-117.2699048623456
8453,-110.22930808709023,-112.6171207032092,-117.12781032438751
8454,-110.21858013266808,-112.6204460127533,-117.1008000662209
8455,-110.21547589326366,-112.59797697372758,-117.08685604148897
8456,-110.1904790807138,-112.64810664369898,-117.1299785388326
8457,-110.26866104799934,-112.70198687139799,-117.11243547040334
8458,-110.24229967404287,-112.73139274324576,-117.05408742316601
8459,-110.16321513391588,-112.67723287844804,-117.0469648004634
8460,-110.12834671561532,-112.75350143223038,-117.04264006424697
8461,-110.19891542605758,-112.62815291813635,-117.04300251451201
8462,-110.24587731585376,-112.66468390406254,-116.98869949387306
8463,-110.31448616647126,-112.67060718576322,-116.9820336912673
8464,-110.15409351120381,-112.6948930126321,-116.97484330670397
8465,-110.17596414205622,-112.77765484730628,-117.01628366644404
8466,-110.14948878636872,-112.78430670230418,-117.00142650975046
8467,-110.23837817445116,-112.71454596584047,-117.05220362591032
8468,-110.00906554587309,-112.76232902784403,-117.05776790353063
8469,-110.05163252802313,-112.68616556461794,-117.05508700507907
8470,-109.9950171741522,-112.6301483866913,-116.96914964514207
8471,-110.00167528874829,-112.75590938571881,-116.91221487340547
8472,-110.05342596456684,-112.69419506003238,-116.97536156965955
8473,-110.04399822421713,-112.67071557839253,-116.98784421582499
8474,-110.05417630287091,-112.66122041271878,-116.86634335656383
8475,-109.99518842916504,-112.63125643838329,-116.89322420141552
8476,-109.90741866470054,-112.62654073089021,-116.84107250864122
8477,-109.95731046100158,-112.74565407404754,-116.8212332926255
8478,-109.85655979713357,-112.62668658144847,-116.80110702012692
8479,-109.86311600983183,-112.63794629313153,-116.84370371554371
8480,-109.75963953684584,-112.61576704298253,-116.79294971361338
8481,-109.8211441870672,-112.63368480581912,-116.8197795936793
8482,-109.87483880839585,-112.63804785068714,-116.943954605529
8483,-109.85639225263765,-112.63832093001477,-117.09361314968707
8484,-109.90520014095969,-112.64564744285092,-117.17811875496038
8485,-109.90232799304276,-112.54769437458225,-117.2600831898655
8486,-110.00741368514157,-112.52308610936777,-117.2681328800123
8487,-110.12160788202698,-112.553575727231,-117.25065635618222
8488,-110.00910100054749,-112.55604264429488,-117.20845387204614
8489,-110.0134882489011,-112.4460702180671,-117.22249562422532
8490,-109.96607507481421,-112.53665843397258,-117.19001021686407
8491,-109.87667477660077,-112.51249980469169,-117.24988851281226
8492,-109.81781175467046,-112.57604942103677,-117.2444892799684
8493,-109.81289903010008,-112.78719360933846,-117.18605734454668
8494,-109.84384481018861,-112.72799581324466,-117.21832823446186
8495,-109.77648711370458,-112.67338339526552,-117.17852106794788
8496,-109.76707506757492,-112.72379109995909,-117.11038028340187
8497,-109.69195095546868,-112.7158565545417,-117.07790398064779
8498,-109.66111327942586,-112.7195472926546,-117.04041025192888
8499,-109.59309342328086,-112.85273330123788,-116.98872015584428
8500,-109.6845139486256,-112.73051033289678,-117.01355856173356
8501,-109.68823770387414,-112.69966239711235,-117.0057945573154
8502,-109.73635081476804,-112.69149766124693,-116.99639320000198
8503,-109.53619688032751,-112.62726125168845,-116.98753037765762
8504,-109.47544624222613,-112.58786881706376,-116.92057674671703
8505,-109.6175871533657,-112.59042205674857,-116.92425265395576
8506,-109.57046294456757,-112.57859618633762,-116.95190657365595
8507,-109.5252538388828,-112.47337352949418,-116.95423718293695
8508,-109.50239578642572,-112.45266777866684,-116.89389718008135
8509,-109.58040618186106,-112.43528069998368,-116.87590362441533
8510,-109.53589010386536,-112.38431504921664,-116.88125835033631
8511,-109.5450903749553,-112.35288551772166,-116.87484083528553
8512,-109.57699438790752,-112.34586064819804,-116.8335371510439
8513,-109.59061672296596,-112.43200892346009,-116.86065917908613
8514,-109.64617069309818,-112.49231248734436,-116.8112612833399
8515,-109.70124896719221,-112.5375665817351,-116.81923892375416
8516,-109.72629635237746,-112.53122825482407,-116.84886796204705
8517,-109.77562814437016,-112.50447732762088,-116.82958867516935
8518,-109.80679945770929,-112.55275493305703,-116.83563291019385
8519,-109.9009911617442,-112.6047523829132,-116.86576885120938
8520,-109.86594610233718,-112.64620406334487,-116.89045063821307
8521,-109.82392511906107,-112.66902204373663,-116.86955276913326
8522,-109.8434757861687,-112.59060735637514,-116.86467939596741
8523,-109.83234328879021,-112.68412759481018,-116.85612568997644
8524,-109.90061684494316,-112.6741580253589,-116.87206463111708
8525,-109.90166762425127,-112.67905259178745,-116.80384655785136
8526,-109.85922280387977,-112.75121790435702,-116.81849597094585
8527,-109.89122176738054,-112.7393685376773,-116.72644778012305
8528,-109.89693162751401,-112.81882902747701,-116.76166378247507
8529,-109.84703660748157,-112.86729587439493,-116.75987182647617
8530,-109.87861264360066,-112.82917538204302,-116.8200848012705
8531,-109.94054519437627,-112.99459389712928,-116.79284104864462
8532,-109.93282081917617,-113.0825054441603,-116.78223425299802
8533,-109.94895540436332,-113.09282319118428,-116.77604757366588
8534,-109.876498486191,-113.03995205136422,-116.81533588045784
8535,-109.83989555774838,-112.98706976952957,-116.84421082835132
8536,-109.82171794846244,-112.87548988822303,-116.97773828818045
8537,-109.7450407424029,-112.75325209424136,-116.94026291825439
8538,-109.7651000540382,-112.81257653224618,-116.87465375153874
8539,-109.84059930108289,-112.74447282119131,-116.8442815414773
8540,-109.8405336191652,-112.69356380477555,-116.7225058886352
8541,-109.89653397589242,-112.64928983072886,-116.65817329130661
8542,-109.88615267964606,-112.59685382274813,-116.59369783312341
8543,-109.90379074755555,-112.61032031043055,-116.6281003586597
8544,-109.88268912743924,-112.66770633621394,-116.5756016240768
8545,-109.90286640037917,-112.53683543096895,-116.56672819925518
8546,-109.97388765891512,-112.57051302191266,-116.5825085538724
8547,-110.00080840897859,-112.61899797795374,-116.52447352010138
8548,-110.16826113829572,-112.56362996932023,-116.57556744021267
8549,-110.23889994551959,-112.64201932432407,-116.52562814162093
8550,-110.11648057087503,-112.72954551082076,-116.47987468985573
8551,-110.00870231517892,-112.65209438282446,-116.38679501342492
8552,-109.98708455923214,-112.74564494465287,-116.42261799227822
8553,-110.10941399797912,-112.68626699653342,-116.45861039079335
8554,-110.0562503473163,-112.68182261124977,-116.42680471979006
8555,-109.9939196536707,-112.67625172507262,-116.44490789246927
8556,-110.09507205331761,-112.77154677116982,-116.45618972118245
8557,-110.19255914354751,-112.80194766826145,-116.42252293343967
8558,-110.18802887617352,-112.86312694541013,-116.36859780489334
8559,-110.18219304187724,-112.94850655276124,-116.45077738677968
8560,-110.08400148601778,-113.01062097669359,-116.46464644206425
8561,-110.09018131722279,-112.98405401061352,-116.53389435566591
8562,-110.04111453069541,-112.91122540113508,-116.56154807603717
8563,-110.00056561085233,-112.93989699389908,-116.51423059083054
8564,-110.01318213997966,-112.855958836659,-116.57205651875027
8565,-110.06709779060031,-112.95912038445124,-116.59829331213508
8566,-110.11845935817595,-112.9703092385171,-116.58176746981594
8567,-110.09117704531856,-113.04678200038782,-116.62805773890295
8568,-109.97447130531212,-113.02499780517138,-116.63283525656381
8569,-109.99242474038206,-113.03820606355563,-116.66104104944947
8570,-109.99225076174224,-113.11752742614206,-116.64429502950841
8571,-109.8959953634361,-113.07924782561545,-116.6451504178259
8572,-109.88001869738244,-112.9645156629378,-116.54540884705078
8573,-109.8665093940188,-112.8853672993996,-116.54954684551325
8574,-109.91951659458576,-112.8489684450011,-116.57030839627575
8575,-109.91862037128786,-112.76552398123032,-116.58360475008449
8576,-109.79294301217382,-112.83221412895696,-116.56844699302982
8577,-109.76690900848799,-112.70194544525509,-116.48476318734997
8578,-109.73313915243828,-112.67634351820188,-116.58473245479357
8579,-109.80973342444224,-112.67864180046247,-116.58558245618198
8580,-109.88213757686019,-112.70757237525876,-116.60771656491659
8581,-109.88422932297193,-112.67867826890681,-116.58462232343274
8582,-109.9381552092621,-112.76167671544911,-116.55014278141445
8583,-110.09152982580403,-112.77784184092785,-116.64744412910315
8584,-110.10523828616434,-112.77162326194427,-116.58836849238102
8585,-110.06471403150653,-112.72506958601875,-116.65473493568149
8586,-110.0236586402962,-112.79438716216497,-116.56194842888354
8587,-110.03912778595901,-112.87697018803755,-116.52739392611036
8588,-110.09523320708215,-113.01809029784991,-116.44470505844637
8589,-110.16286212375499,-113.0071297264543,-116.52061284059621
8590,-110.15997142098438,-113.02526507862672,-116.47759765719093
8591,-110.29552713809187,-112.8910235511409,-116.41183154205768
8592,-110.19251394247165,-112.85632929113895,-116.43870623286239
8593,-110.19755876263699,-112.80438195215595,-116.51370156301921
8594,-110.21667671095788,-112.84799887814675,-116.610512885291
8595,-110.15362103125136,-112.90707115293092,-116.55375376252375
8596,-110.07321360250688,-112.88118777141298,-116.45627556974645
8597,-110.00275130457256,-112.80243245627105,-116.49704597661085
8598,-110.0121642574573,-112.88017948527958,-116.4690835914102
8599,-109.89998050170843,-112.9362819998923,-116.42106878649406
8600,-109.92817392305315,-112.7657864781847,-116.45531500871662
8601,-109.83590333623872,-112.83035579715606,-116.46091667576555
8602,-109.78300771155477,-112.74548182705519,-116.42378734205906
8603,-109.74509420426418,-112.7227501829012,-116.48641000305969
8604,-109.8501292034294,-112.73779682687956,-116.46112662523744
8605,-109.67228831457882,-112.78617223702881,-116.38064683329675
8606,-109.64252006714315,-112.81849370376798,-116.38856049736616
8607,-109.65421842649319,-112.82536067490861,-116.39798540523283
8608,-109.68363972113043,-112.7678236349937,-116.4327123908256
8609,-109.77972026439619,-112.77150419896513,-116.32025290925614
8610,-109.72712672205871,-112.74055653133887,-116.33327339827103
8611,-109.82482479076796,-112.55113948974608,-116.29765550844279
8612,-109.81378041631751,-112.54196865340586,-116.31739851944312
8613,-109.91811432036894,-112.50867591911955,-116.44931125633406
8614,-109.97113029230292,-112.50509895230023,-116.46174492523193
8615,-110.01092192202033,-112.59357498942833,-116.49597907529773
8616,-110.04926539729571,-112.51867388028859,-116.53977084768184
8617,-110.0151923590945,-112.42870130913698,-116.53261157949339
8618,-110.04167277203548,-112.43904478393786,-116.50163558888667
8619,-110.09267420506481,-112.45739147237832,-116.40221535867616
8620,-110.06419487870674,-112.3893673283931,-116.40798399637079
8621,-110.07140178785323,-112.50367618622877,-116.37365513578882
8622,-110.01123739074347,-112.50027470589545,-116.37697012471153
8623,-109.98136306989689,-112.61765798863954,-116.35754050745228
8624,-110.0746921367759,-112.65674927289729,-116.34413152556476
8625,-109.94924224913666,-112.6466371441771,-116.34936365993548
8626,-110.11952378397544,-112.66257910528478,-116.40039290948212
8627,-110.08938235492096,-112.72788614538369,-116.37795948192164
8628,-110.24441938190057,-112.71774141793769,-116.36657804351921
8629,-110.14509814067769,-112.68653981957391,-116.38362447924439
8630,-110.07706890292025,-112.71668765940203,-116.291443207175
8631,-110.23891000947873,-112.74555493646085,-116.26244383205538
8632,-110.117932800544,-112.73214647990372,-116.2362358434385
8633,-110.11854250403944,-112.73612850043813,-116.16875355411949
8634,-110.11441755424573,-112.75695626710359,-116.21847988707468
8635,-110.2170800410378,-112.78550938354039,-116.2076650993952
8636,-110.3082670566075,-112.76278644137182,-116.2414046771205
8637,-110.22469898960648,-112.71889136439816,-116.25057816078274
8638,-110.30560938985369,-112.72489037685,-116.21504763117036
8639,-110.33380014793565,-112.7629652280661,-116.1641202527878
8640,-110.49624407890025,-112.71215263185528,-116.13399515689815
8641,-110.40632138150991,-112.71333409908908,-116.09276412868877
8642,-110.37682405906001,-112.7639455472181,-116.0127946797395
8643,-110.37526808957833,-112.74188312306384,-116.02783870785773
8644,-110.31061301828498,-112.82571671352122,-116.03390881055289
8645,-110.397189631979,-113.03263638277215,-116.03868136893388
8646,-110.43698528267001,-113.13964943888169,-115.98949950489538
8647,-110.45619090725062,-113.11221416914088,-115.94855830166065
8648,-110.44295654034374,-113.19304595875278,-115.96670508119436
8649,-110.49348322407769,-113.29569944381733,-115.99679190444817
8650,-110.51632223255996,-113.39876594621873,-115.9108699512245
8651,-110.57779733772611,-113.37546957518913,-115.9233719684755
8652,-110.59061270974678,-113.41943765900942,-115.94349545797681
8653,-110.57035941913354,-113.36625851953016,-116.02258551127657
8654,-110.60026072495745,-113.50509907853436,-116.00445837164368
8655,-110.76474964872325,-113.60802326589123,-116.07445097968808
8656,-110.73732296097094,-113.53899647350623,-116.07858813769238
8657,-110.67751189983288,-113.53495311317812,-116.06669001484212
8658,-110.6060023722943,-113.54318405479478,-116.08985380150868
8659,-110.62686024644324,-113.4848037668072,-116.05927366330107
8660,-110.62952852458223,-113.5464169878423,-116.11589616474092
8661,-110.68390522731619,-113.52913592908575,-116.11043122897603
8662,-110.65053919154909,-113.48176319266527,-116.03593787965997
8663,-110.69290116952084,-113.51619434295816,-116.06920985381778
8664,-110.67876892345623,-113.48666197686946,-116.1225113284627
8665,-110.59037746895763,-113.48367947969797,-116.06432770339299
8666,-110.66491778179574,-113.36830602201624,-116.08798989419407
8667,-110.76685607090927,-113.45009579975547,-116.08416339344346
8668,-110.76646979686763,-113.49694672376447,-116.12986575155114
8669,-110.81552909231094,-113.60169433154581,-116.15741918563427
8670,-110.82875391415118,-113.61713209990403,-116.2009184966533
8671,-110.77451603834479,-113.6381436170041,-116.23388749036721
8672,-110.77020037695412,-113.5351452693329,-116.26041222260471
8673,-110.76362018230702,-113.45446107185816,-116.2049212494984
8674,-110.73156561982492,-113.3623915530653,-116.25027278964782
8675,-110.60425959087786,-113.35391542673443,-116.26157692377954
8676,-110.48278734036158,-113.26954033805382,-116.20756370683505
8677,-110.4850495037081,-113.21777058575374,-116.18962992572847
8678,-110.42532727026884,-113.19232445531401,-116.21760994597255
8679,-110.4122426585588,-113.11294513879706,-116.20423052413338
8680,-110.32630292460647,-113.12184810960719,-116.12686017396022
8681,-110.3627899083422,-113.10168683519137,-116.11484703237299
8682,-110.42267656967877,-113.13383510382133,-116.12989263296039
8683,-110.47127298561826,-113.07028029523177,-116.10267313959368
8684,-110.49922736038175,-113.0321036885568,-116.08411977759435
8685,-110.54032644889962,-113.04648711202393,-116.12350191814593
8686,-110.60063390842745,-113.0083875284425,-116.11750572888906
8687,-110.52925712781983,-113.08211198352113,-116.20471881083421
8688,-110.5906404715767,-113.04313061452244,-116.16518135154274
8689,-110.75312617897632,-112.9824660401868,-116.18085733597513
8690,-110.74268307505154,-113.10228937391699,-116.10373256164382
8691,-110.65474698913738,-113.0046606183692,-116.06941595987075
8692,-110.59175079117784,-112.98465812530196,-116.11539812238144
8693,-110.70248087279154,-112.96097169883167,-116.05917086451672
8694,-110.796201772986,-113.04605094928476,-115.99833753684808
8695,-110.75238708409226,-113.12720217694118,-115.90021606699433
8696,-110.69894241852141,-113.23000673198888,-115.85798672029307
8697,-110.8329127692539,-113.29770002659271,-115.81358155571158
8698,-110.86676003327986,-113.20970448420536,-115.78954485506725
8699,-110.86033442960638,-113.13630317539422,-115.85411178634695
8700,-110.93728606634286,-113.1322443571084,-115.8759114234432
8701,-110.84055239906081,-113.22898389096476,-115.94082384213239
8702,-110.78724902524246,-113.231764611368,-115.97200762138647
8703,-110.64292610267367,-113.23730866404388,-115.84224848210928
8704,-110.69403133003355,-113.21055070382721,-115.86747401305543
8705,-110.55510164029343,-113.20945905411766,-115.88044690104121
8706,-110.46795051866931,-113.20258077114195,-115.88205511275572
8707,-110.41751704901817,-113.11748285304893,-115.90599867670667
8708,-110.43198767831038,-113.13822098805883,-115.87326021149956
8709,-110.3957461273462,-113.16452594851921,-115.90444253474156
8710,-110.41309140916263,-113.04183479683178,-115.99783831387697
8711,-110.44951270207238,-113.08546228607153,-115.96805834756478
8712,-110.55157920627636,-112.97673966137882,-115.87515527629651
8713,-110.47764162954795,-112.92146200248223,-115.84683596047765
8714,-110.43452796968978,-112.88792468779107,-115.84320168309375
8715,-110.57615567427385,-112.95857420983063,-115.79150457356806
8716,-110.46197743677061,-112.97437512695197,-115.80913048924809
8717,-110.31782414046093,-113.06929636233596,-115.71583876333636
8718,-110.45684598672132,-113.03378550162746,-115.86545715503148
8719,-110.49659906898209,-112.95895542335813,-115.78949188929668
8720,-110.57685083250715,-112.93485163848742,-115.75535292594572
8721,-110.47003817116456,-112.89638470928355,-115.73646600146789
8722,-110.4493364260416,-112.85365602020666,-115.64744265049482
8723,-110.49925289182323,-112.93262730573524,-115.64163289584319
8724,-110.43545072773637,-112.95682609981611,-115.63064856622378
8725,-110.26048045016634,-112.83945837625532,-115.67744823014765
8726,-110.22469544732142,-112.93953652165847,-115.65423188077648
8727,-110.23789145912393,-112.95574683746167,-115.64809833142466
8728,-110.34784413048277,-113.0740307010039,-115.63021515868819
8729,-110.26191850635121,-112.91357514120497,-115.61971483800893
8730,-110.33159722703681,-112.84377383677716,-115.68655186976599
8731,-110.44569551991951,-112.88313090838699,-115.76731524049057
8732,-110.43519862283937,-112.94857054561236,-115.78742110443298
8733,-110.53828006483143,-112.97523867155374,-115.76875655441927
8734,-110.60593678051345,-112.90734893080759,-115.76674968430281
8735,-110.65576187884395,-113.01398860846476,-115.79952557600647
8736,-110.72466933554117,-112.9941444298951,-115.83587012555685
8737,-110.87902217309286,-113.04897072560962,-115.84416333167422
8738,-110.85529994697484,-113.09983969887831,-115.82242008329285
8739,-110.83656054451484,-113.08837072565592,-115.74364241987658
8740,-110.88477405494581,-113.1383234014699,-115.72152380366018
8741,-110.83189531484409,-113.04784183251272,-115.75573813453299
8742,-110.67484852003108,-113.01170072619624,-115.72448964315711
8743,-110.46910163341249,-112.95515518420787,-115.72874457322052
8744,-110.40469746213054,-112.97812974942718,-115.67658352093918
